slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,stem_width,cap_type_bin_3,stem_type_bin_3,cap_roundness_zone,stem_width_zone,cap_value_range_3,stem_value_range_3,cap_heatmap_bin_9,stem_heatmap_bin_9,type_id_within_color_1to9,global_type_id_1to72,is_noisy_type,noise_type,noise_alpha,gaussian_noise_mean,gaussian_noise_std,gaussian_noise_value,assigned_value_original,assigned_value_pre_noise,assigned_value_bin_anchor,assigned_value_nk_raw,assigned_value_nk_clipped,nk_cap_weight_bin1,nk_cap_weight_bin2,nk_cap_weight_bin3,nk_stem_weight_bin1,nk_stem_weight_bin2,nk_stem_weight_bin3,assigned_value_mixed_raw,assigned_value_mixed_clipped,assigned_value,reward_range_3,noise_delta,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,spot_radius,scale,have_ring,ring_position,have_pattern,pattern_type,pattern_label,external,in_neutral_rectangle
cyan-stem11-cap1p268-n3-a0p75-+5-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem11-cap1p268-n3-a0p75-+5-r0-none-p2.png,images_balanced/cyan-stem11-cap1p268-n3-a0p75-+5-r0-none-p2.png,images_balanced/cyan-stem11-cap1p268-n3-a0p75-+5-r0-none-p2.png,cyan,"(0, 255, 255)",1.268,11,2,3,middle,high,middle,high,6,7,6,51,True,3,0.75,0.0,5.0,5.967014,1,1,5,1.108877,1.108877,0.022967,0.928144,0.048889,0.054493,0.558004,0.387503,4.75248,4.75248,5,high,4,0.595,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem12-cap1p268-n3-a0p75-+3-r1-middle-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem12-cap1p268-n3-a0p75-+3-r1-middle-p1.png,images_balanced/cyan-stem12-cap1p268-n3-a0p75-+3-r1-middle-p1.png,images_balanced/cyan-stem12-cap1p268-n3-a0p75-+3-r1-middle-p1.png,cyan,"(0, 255, 255)",1.268,12,2,3,middle,high,middle,high,6,8,6,51,True,3,0.75,0.0,5.0,2.57708,3,3,5,3.090376,3.090376,0.022967,0.928144,0.048889,0.035891,0.23732,0.726789,2.705404,2.705404,3,middle,0,0.597,22,14,2,8,2,16,True,middle,True,1,spots,True,False
cyan-stem13-cap1p268-n3-a0p75-+2-r1-top-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem13-cap1p268-n3-a0p75-+2-r1-top-p2.png,images_balanced/cyan-stem13-cap1p268-n3-a0p75-+2-r1-top-p2.png,images_balanced/cyan-stem13-cap1p268-n3-a0p75-+2-r1-top-p2.png,cyan,"(0, 255, 255)",1.268,13,2,3,middle,high,middle,high,6,9,6,51,True,3,0.75,0.0,5.0,0.800158,4,4,5,4.329186,4.329186,0.022967,0.928144,0.048889,0.00944,0.046615,0.943945,1.682415,1.682415,2,middle,-2,0.598,22,14,2,8,2,16,True,top,True,2,stripes,True,False
cyan-stem14-cap1p268-n3-a0p75-+6-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem14-cap1p268-n3-a0p75-+6-r0-none-p0.png,images_balanced/cyan-stem14-cap1p268-n3-a0p75-+6-r0-none-p0.png,images_balanced/cyan-stem14-cap1p268-n3-a0p75-+6-r0-none-p0.png,cyan,"(0, 255, 255)",1.268,14,2,3,middle,high,middle,high,6,9,6,51,True,3,0.75,0.0,5.0,6.305515,5,5,5,4.643676,4.643676,0.022967,0.928144,0.048889,0.0,0.0,1.0,5.890055,5.890055,6,high,1,0.599,22,14,2,8,2,16,False,none,False,0,none,False,False
cyan-stem03-cap1p298-n3-a0p75--4-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem03-cap1p298-n3-a0p75--4-r0-none-p2.png,images_balanced/cyan-stem03-cap1p298-n3-a0p75--4-r0-none-p2.png,images_balanced/cyan-stem03-cap1p298-n3-a0p75--4-r0-none-p2.png,cyan,"(0, 255, 255)",1.298,3,2,1,middle,low,middle,low,6,1,4,49,True,3,0.75,0.0,5.0,-5.058151,1,1,1,0.609944,0.609944,0.029241,0.899222,0.071536,1.0,0.0,0.0,-3.641128,-3.641128,-4,low,-5,0.601,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem04-cap1p298-n3-a0p75--4-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem04-cap1p298-n3-a0p75--4-r0-none-p1.png,images_balanced/cyan-stem04-cap1p298-n3-a0p75--4-r0-none-p1.png,images_balanced/cyan-stem04-cap1p298-n3-a0p75--4-r0-none-p1.png,cyan,"(0, 255, 255)",1.298,4,2,1,middle,low,middle,low,6,1,4,49,True,3,0.75,0.0,5.0,-6.001985,1,1,1,0.552158,0.552158,0.029241,0.899222,0.071536,0.943945,0.046615,0.00944,-4.363449,-4.363449,-4,low,-5,0.602,22,14,2,8,2,16,False,none,True,1,spots,True,False
cyan-stem05-cap1p298-n3-a0p75-+5-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem05-cap1p298-n3-a0p75-+5-r0-none-p2.png,images_balanced/cyan-stem05-cap1p298-n3-a0p75-+5-r0-none-p2.png,images_balanced/cyan-stem05-cap1p298-n3-a0p75-+5-r0-none-p2.png,cyan,"(0, 255, 255)",1.298,5,2,1,middle,low,middle,low,6,2,4,49,True,3,0.75,0.0,5.0,6.027701,1,1,1,0.268312,0.268312,0.029241,0.899222,0.071536,0.726789,0.23732,0.035891,4.587854,4.587854,5,high,4,0.604,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem06-cap1p298-n3-a0p75-+1-r1-top-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem06-cap1p298-n3-a0p75-+1-r1-top-p1.png,images_balanced/cyan-stem06-cap1p298-n3-a0p75-+1-r1-top-p1.png,images_balanced/cyan-stem06-cap1p298-n3-a0p75-+1-r1-top-p1.png,cyan,"(0, 255, 255)",1.298,6,2,1,middle,low,middle,low,6,3,4,49,True,3,0.75,0.0,5.0,2.074867,-1,-1,1,-0.309902,-0.309902,0.029241,0.899222,0.071536,0.387503,0.558004,0.054493,1.478675,1.478675,1,middle,2,0.605,22,14,2,8,2,16,True,top,True,1,spots,True,False
cyan-stem07-cap1p298-n3-a0p75-+3-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem07-cap1p298-n3-a0p75-+3-r0-none-p0.png,images_balanced/cyan-stem07-cap1p298-n3-a0p75-+3-r0-none-p0.png,images_balanced/cyan-stem07-cap1p298-n3-a0p75-+3-r0-none-p0.png,cyan,"(0, 255, 255)",1.298,7,2,2,middle,middle,middle,middle,6,4,5,50,True,3,0.75,0.0,5.0,4.036213,-1,-1,-1,-0.94937,-0.94937,0.029241,0.899222,0.071536,0.118517,0.842784,0.038699,2.789817,2.789817,3,middle,4,0.606,22,14,2,8,2,16,False,none,False,0,none,False,False
cyan-stem08-cap1p298-n3-a0p75--4-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem08-cap1p298-n3-a0p75--4-r1-bottom-p0.png,images_balanced/cyan-stem08-cap1p298-n3-a0p75--4-r1-bottom-p0.png,images_balanced/cyan-stem08-cap1p298-n3-a0p75--4-r1-bottom-p0.png,cyan,"(0, 255, 255)",1.298,8,2,2,middle,middle,middle,middle,6,5,5,50,True,3,0.75,0.0,5.0,-4.736392,-1,-1,-1,-1.358858,-1.358858,0.029241,0.899222,0.071536,0.009834,0.983338,0.006829,-3.892008,-3.892008,-4,low,-3,0.608,22,14,2,8,2,16,True,bottom,False,0,none,True,False
cyan-stem09-cap1p298-n3-a0p75-+2-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem09-cap1p298-n3-a0p75-+2-r0-none-p2.png,images_balanced/cyan-stem09-cap1p298-n3-a0p75-+2-r0-none-p2.png,images_balanced/cyan-stem09-cap1p298-n3-a0p75-+2-r0-none-p2.png,cyan,"(0, 255, 255)",1.298,9,2,2,middle,middle,middle,middle,6,5,5,50,True,3,0.75,0.0,5.0,3.005397,-1,-1,-1,-1.347142,-1.347142,0.029241,0.899222,0.071536,0.006829,0.983338,0.009834,1.917262,1.917262,2,middle,3,0.609,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem10-cap1p298-n3-a0p75--1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem10-cap1p298-n3-a0p75--1-r0-none-p0.png,images_balanced/cyan-stem10-cap1p298-n3-a0p75--1-r0-none-p0.png,images_balanced/cyan-stem10-cap1p298-n3-a0p75--1-r0-none-p0.png,cyan,"(0, 255, 255)",1.298,10,2,2,middle,middle,middle,middle,6,6,5,50,True,3,0.75,0.0,5.0,-1.235642,-1,-1,-1,-0.638143,-0.638143,0.029241,0.899222,0.071536,0.038699,0.842784,0.118517,-1.086267,-1.086267,-1,middle,0,0.611,22,14,2,8,2,16,False,none,False,0,none,False,False
cyan-stem11-cap1p298-n3-a0p75-+2-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem11-cap1p298-n3-a0p75-+2-r1-middle-p0.png,images_balanced/cyan-stem11-cap1p298-n3-a0p75-+2-r1-middle-p0.png,images_balanced/cyan-stem11-cap1p298-n3-a0p75-+2-r1-middle-p0.png,cyan,"(0, 255, 255)",1.298,11,2,3,middle,high,middle,high,6,7,6,51,True,3,0.75,0.0,5.0,2.371101,1,1,5,0.98858,0.98858,0.029241,0.899222,0.071536,0.054493,0.558004,0.387503,2.025471,2.025471,2,middle,1,0.612,22,14,2,8,2,16,True,middle,False,0,none,True,False
cyan-stem12-cap1p298-n3-a0p75-+2-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem12-cap1p298-n3-a0p75-+2-r0-none-p1.png,images_balanced/cyan-stem12-cap1p298-n3-a0p75-+2-r0-none-p1.png,images_balanced/cyan-stem12-cap1p298-n3-a0p75-+2-r0-none-p1.png,cyan,"(0, 255, 255)",1.298,12,2,3,middle,high,middle,high,6,8,6,51,True,3,0.75,0.0,5.0,1.557119,3,3,5,2.962279,2.962279,0.029241,0.899222,0.071536,0.035891,0.23732,0.726789,1.908409,1.908409,2,middle,-1,0.613,22,14,2,8,2,16,False,none,True,1,spots,True,False
cyan-stem13-cap1p298-n3-a0p75-+3-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem13-cap1p298-n3-a0p75-+3-r1-bottom-p0.png,images_balanced/cyan-stem13-cap1p298-n3-a0p75-+3-r1-bottom-p0.png,images_balanced/cyan-stem13-cap1p298-n3-a0p75-+3-r1-bottom-p0.png,cyan,"(0, 255, 255)",1.298,13,2,3,middle,high,middle,high,6,9,6,51,True,3,0.75,0.0,5.0,2.880785,4,4,5,4.196004,4.196004,0.029241,0.899222,0.071536,0.00944,0.046615,0.943945,3.20959,3.20959,3,middle,-1,0.615,22,14,2,8,2,16,True,bottom,False,0,none,True,False
cyan-stem14-cap1p298-n3-a0p75-+1-r1-middle-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem14-cap1p298-n3-a0p75-+1-r1-middle-p2.png,images_balanced/cyan-stem14-cap1p298-n3-a0p75-+1-r1-middle-p2.png,images_balanced/cyan-stem14-cap1p298-n3-a0p75-+1-r1-middle-p2.png,cyan,"(0, 255, 255)",1.298,14,2,3,middle,high,middle,high,6,9,6,51,True,3,0.75,0.0,5.0,-1.490612,5,5,5,4.509166,4.509166,0.029241,0.899222,0.071536,0.0,0.0,1.0,0.009332,0.009332,1,middle,-4,0.616,22,14,2,8,2,16,True,middle,True,2,stripes,True,False
cyan-stem03-cap1p329-n3-a0p75--5-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem03-cap1p329-n3-a0p75--5-r1-middle-p0.png,images_balanced/cyan-stem03-cap1p329-n3-a0p75--5-r1-middle-p0.png,images_balanced/cyan-stem03-cap1p329-n3-a0p75--5-r1-middle-p0.png,cyan,"(0, 255, 255)",1.329,3,2,1,middle,low,middle,low,6,1,4,49,True,3,0.75,0.0,5.0,-6.933803,1,1,1,0.484912,0.484912,0.03554,0.863844,0.100615,1.0,0.0,0.0,-5.079124,-5.079124,-5,low,-6,0.618,22,14,2,8,2,16,True,middle,False,0,none,True,False
cyan-stem04-cap1p329-n3-a0p75--3-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem04-cap1p329-n3-a0p75--3-r0-none-p2.png,images_balanced/cyan-stem04-cap1p329-n3-a0p75--3-r0-none-p2.png,images_balanced/cyan-stem04-cap1p329-n3-a0p75--3-r0-none-p2.png,cyan,"(0, 255, 255)",1.329,4,2,1,middle,low,middle,low,6,1,4,49,True,3,0.75,0.0,5.0,-4.542711,1,1,1,0.426499,0.426499,0.03554,0.863844,0.100615,0.943945,0.046615,0.00944,-3.300408,-3.300408,-3,middle,-4,0.619,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem05-cap1p329-n3-a0p75--5-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem05-cap1p329-n3-a0p75--5-r1-middle-p0.png,images_balanced/cyan-stem05-cap1p329-n3-a0p75--5-r1-middle-p0.png,images_balanced/cyan-stem05-cap1p329-n3-a0p75--5-r1-middle-p0.png,cyan,"(0, 255, 255)",1.329,5,2,1,middle,low,middle,low,6,2,4,49,True,3,0.75,0.0,5.0,-6.65431,1,1,1,0.140516,0.140516,0.03554,0.863844,0.100615,0.726789,0.23732,0.035891,-4.955603,-4.955603,-5,low,-6,0.62,22,14,2,8,2,16,True,middle,False,0,none,True,False
cyan-stem06-cap1p329-n3-a0p75--1-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem06-cap1p329-n3-a0p75--1-r1-bottom-p0.png,images_balanced/cyan-stem06-cap1p329-n3-a0p75--1-r1-bottom-p0.png,images_balanced/cyan-stem06-cap1p329-n3-a0p75--1-r1-bottom-p0.png,cyan,"(0, 255, 255)",1.329,6,2,1,middle,low,middle,low,6,3,4,49,True,3,0.75,0.0,5.0,-0.080969,-1,-1,1,-0.440376,-0.440376,0.03554,0.863844,0.100615,0.387503,0.558004,0.054493,-0.17082,-0.17082,-1,middle,0,0.622,22,14,2,8,2,16,True,bottom,False,0,none,True,False
cyan-stem07-cap1p329-n3-a0p75-+1-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem07-cap1p329-n3-a0p75-+1-r0-none-p0.png,images_balanced/cyan-stem07-cap1p329-n3-a0p75-+1-r0-none-p0.png,images_balanced/cyan-stem07-cap1p329-n3-a0p75-+1-r0-none-p0.png,cyan,"(0, 255, 255)",1.329,7,2,2,middle,middle,middle,middle,6,4,5,50,True,3,0.75,0.0,5.0,0.726065,-1,-1,-1,-1.081079,-1.081079,0.03554,0.863844,0.100615,0.118517,0.842784,0.038699,0.274279,0.274279,1,middle,2,0.623,22,14,2,8,2,16,False,none,False,0,none,False,False
cyan-stem08-cap1p329-n3-a0p75-+8-r1-middle-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem08-cap1p329-n3-a0p75-+8-r1-middle-p1.png,images_balanced/cyan-stem08-cap1p329-n3-a0p75-+8-r1-middle-p1.png,images_balanced/cyan-stem08-cap1p329-n3-a0p75-+8-r1-middle-p1.png,cyan,"(0, 255, 255)",1.329,8,2,2,middle,middle,middle,middle,6,5,5,50,True,3,0.75,0.0,5.0,11.415241,-1,-1,-1,-1.490325,-1.490325,0.03554,0.863844,0.100615,0.009834,0.983338,0.006829,8.188849,8.188849,8,high,9,0.624,22,14,2,8,2,16,True,middle,True,1,spots,True,False
cyan-stem09-cap1p329-n3-a0p75--3-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem09-cap1p329-n3-a0p75--3-r1-bottom-p0.png,images_balanced/cyan-stem09-cap1p329-n3-a0p75--3-r1-bottom-p0.png,images_balanced/cyan-stem09-cap1p329-n3-a0p75--3-r1-bottom-p0.png,cyan,"(0, 255, 255)",1.329,9,2,2,middle,middle,middle,middle,6,5,5,50,True,3,0.75,0.0,5.0,-3.429653,-1,-1,-1,-1.478715,-1.478715,0.03554,0.863844,0.100615,0.006829,0.983338,0.009834,-2.941919,-2.941919,-3,middle,-2,0.626,22,14,2,8,2,16,True,bottom,False,0,none,True,False
cyan-stem10-cap1p329-n3-a0p75--4-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem10-cap1p329-n3-a0p75--4-r1-middle-p0.png,images_balanced/cyan-stem10-cap1p329-n3-a0p75--4-r1-middle-p0.png,images_balanced/cyan-stem10-cap1p329-n3-a0p75--4-r1-middle-p0.png,cyan,"(0, 255, 255)",1.329,10,2,2,middle,middle,middle,middle,6,6,5,50,True,3,0.75,0.0,5.0,-4.949948,-1,-1,-1,-0.772676,-0.772676,0.03554,0.863844,0.100615,0.038699,0.842784,0.118517,-3.90563,-3.90563,-4,low,-3,0.627,22,14,2,8,2,16,True,middle,False,0,none,True,False
cyan-stem11-cap1p329-n3-a0p75-+2-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem11-cap1p329-n3-a0p75-+2-r0-none-p2.png,images_balanced/cyan-stem11-cap1p329-n3-a0p75-+2-r0-none-p2.png,images_balanced/cyan-stem11-cap1p329-n3-a0p75-+2-r0-none-p2.png,cyan,"(0, 255, 255)",1.329,11,2,3,middle,high,middle,high,6,7,6,51,True,3,0.75,0.0,5.0,1.825919,1,1,5,0.846324,0.846324,0.03554,0.863844,0.100615,0.054493,0.558004,0.387503,1.58102,1.58102,2,middle,1,0.629,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem12-cap1p329-n3-a0p75--7-r0-none-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem12-cap1p329-n3-a0p75--7-r0-none-p0.png,images_balanced/cyan-stem12-cap1p329-n3-a0p75--7-r0-none-p0.png,images_balanced/cyan-stem12-cap1p329-n3-a0p75--7-r0-none-p0.png,cyan,"(0, 255, 255)",1.329,12,2,3,middle,high,middle,high,6,8,6,51,True,3,0.75,0.0,5.0,-9.788063,3,3,5,2.81004,2.81004,0.03554,0.863844,0.100615,0.035891,0.23732,0.726789,-6.638537,-6.638537,-7,low,-10,0.63,22,14,2,8,2,16,False,none,False,0,none,False,False
cyan-stem13-cap1p329-n3-a0p75--4-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem13-cap1p329-n3-a0p75--4-r1-bottom-p0.png,images_balanced/cyan-stem13-cap1p329-n3-a0p75--4-r1-bottom-p0.png,images_balanced/cyan-stem13-cap1p329-n3-a0p75--4-r1-bottom-p0.png,cyan,"(0, 255, 255)",1.329,13,2,3,middle,high,middle,high,6,9,6,51,True,3,0.75,0.0,5.0,-6.282021,4,4,5,4.037284,4.037284,0.03554,0.863844,0.100615,0.00944,0.046615,0.943945,-3.702195,-3.702195,-4,low,-8,0.631,22,14,2,8,2,16,True,bottom,False,0,none,True,False
cyan-stem14-cap1p329-n3-a0p75-+2-r1-bottom-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem14-cap1p329-n3-a0p75-+2-r1-bottom-p0.png,images_balanced/cyan-stem14-cap1p329-n3-a0p75-+2-r1-bottom-p0.png,images_balanced/cyan-stem14-cap1p329-n3-a0p75-+2-r1-bottom-p0.png,cyan,"(0, 255, 255)",1.329,14,2,3,middle,high,middle,high,6,9,6,51,True,3,0.75,0.0,5.0,1.360315,4,4,5,4.348757,4.348757,0.03554,0.863844,0.100615,0.0,0.0,1.0,2.107425,2.107425,2,middle,-2,0.633,22,14,2,8,2,16,True,bottom,False,0,none,True,False
cyan-stem03-cap1p359-n3-a0p75--5-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem03-cap1p359-n3-a0p75--5-r0-none-p2.png,images_balanced/cyan-stem03-cap1p359-n3-a0p75--5-r0-none-p2.png,images_balanced/cyan-stem03-cap1p359-n3-a0p75--5-r0-none-p2.png,cyan,"(0, 255, 255)",1.359,3,2,1,middle,low,middle,low,6,1,4,49,True,3,0.75,0.0,5.0,-6.333043,1,1,1,0.34931,0.34931,0.041163,0.824266,0.134571,1.0,0.0,0.0,-4.662455,-4.662455,-5,low,-6,0.634,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem04-cap1p359-n3-a0p75-+1-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem04-cap1p359-n3-a0p75-+1-r0-none-p2.png,images_balanced/cyan-stem04-cap1p359-n3-a0p75-+1-r0-none-p2.png,images_balanced/cyan-stem04-cap1p359-n3-a0p75-+1-r0-none-p2.png,cyan,"(0, 255, 255)",1.359,4,2,1,middle,low,middle,low,6,1,4,49,True,3,0.75,0.0,5.0,0.388709,1,1,1,0.290261,0.290261,0.041163,0.824266,0.134571,0.943945,0.046615,0.00944,0.364097,0.364097,1,middle,0,0.636,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem05-cap1p359-n3-a0p75-+5-r0-none-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem05-cap1p359-n3-a0p75-+5-r0-none-p2.png,images_balanced/cyan-stem05-cap1p359-n3-a0p75-+5-r0-none-p2.png,images_balanced/cyan-stem05-cap1p359-n3-a0p75-+5-r0-none-p2.png,cyan,"(0, 255, 255)",1.359,5,2,1,middle,low,middle,low,6,2,4,49,True,3,0.75,0.0,5.0,6.184918,1,1,1,0.002159,0.002159,0.041163,0.824266,0.134571,0.726789,0.23732,0.035891,4.639228,4.639228,5,high,4,0.637,22,14,2,8,2,16,False,none,True,2,stripes,True,False
cyan-stem06-cap1p359-n3-a0p75-+2-r1-middle-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem06-cap1p359-n3-a0p75-+2-r1-middle-p0.png,images_balanced/cyan-stem06-cap1p359-n3-a0p75-+2-r1-middle-p0.png,images_balanced/cyan-stem06-cap1p359-n3-a0p75-+2-r1-middle-p0.png,cyan,"(0, 255, 255)",1.359,6,2,1,middle,low,middle,low,6,3,4,49,True,3,0.75,0.0,5.0,2.838824,-1,-1,1,-0.581272,-0.581272,0.041163,0.824266,0.134571,0.387503,0.558004,0.054493,1.9838,1.9838,2,middle,3,0.638,22,14,2,8,2,16,True,middle,False,0,none,True,False
cyan-stem07-cap1p359-n3-a0p75-+1-r1-bottom-p2,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem07-cap1p359-n3-a0p75-+1-r1-bottom-p2.png,images_balanced/cyan-stem07-cap1p359-n3-a0p75-+1-r1-bottom-p2.png,images_balanced/cyan-stem07-cap1p359-n3-a0p75-+1-r1-bottom-p2.png,cyan,"(0, 255, 255)",1.359,7,2,2,middle,middle,middle,middle,6,4,5,50,True,3,0.75,0.0,5.0,0.673308,-1,-1,-1,-1.222951,-1.222951,0.041163,0.824266,0.134571,0.118517,0.842784,0.038699,0.199243,0.199243,1,middle,2,0.64,22,14,2,8,2,16,True,bottom,True,2,stripes,True,False
cyan-stem08-cap1p359-n3-a0p75-+1-r0-none-p1,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem08-cap1p359-n3-a0p75-+1-r0-none-p1.png,images_balanced/cyan-stem08-cap1p359-n3-a0p75-+1-r0-none-p1.png,images_balanced/cyan-stem08-cap1p359-n3-a0p75-+1-r0-none-p1.png,cyan,"(0, 255, 255)",1.359,8,2,2,middle,middle,middle,middle,6,5,5,50,True,3,0.75,0.0,5.0,2.429407,-2,-2,-1,-1.631726,-1.631726,0.041163,0.824266,0.134571,0.009834,0.983338,0.006829,1.414123,1.414123,1,middle,3,0.641,22,14,2,8,2,16,False,none,True,1,spots,True,False
cyan-stem09-cap1p359-n3-a0p75--3-r1-top-p0,/Users/jianleguo/Desktop/Dale/MUSHROOM/Dimensionality_Reward_Setup/NK_model/Smooth_NK_reward/images_balanced/cyan-stem09-cap1p359-n3-a0p75--3-r1-top-p0.png,images_balanced/cyan-stem09-cap1p359-n3-a0p75--3-r1-top-p0.png,images_balanced/cyan-stem09-cap1p359-n3-a0p75--3-r1-top-p0.png,cyan,"(0, 255, 255)",1.359,9,2,2,middle,middle,middle,middle,6,5,5,50,True,3,0.75,0.0,5.0,-3.896213,-2,-2,-1,-1.620235,-1.620235,0.041163,0.824266,0.134571,0.006829,0.983338,0.009834,-3.327218,-3.327218,-3,middle,-1,0.643,22,14,2,8,2,16,True,top,False,0,none,True,False
